[2025-03-30_06:48:27] Total Functions: 2325, Hited Functions: 168 [ 7.225806% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:18:56] Total Functions: 2325, Hited Functions: 350 [ 15.053763% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:19:57] Total Functions: 2325, Hited Functions: 350 [ 15.053763% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:20:58] Total Functions: 2325, Hited Functions: 350 [ 15.053763% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:21:59] Total Functions: 2325, Hited Functions: 350 [ 15.053763% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:23:00] Total Functions: 2325, Hited Functions: 350 [ 15.053763% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:24:01] Total Functions: 2325, Hited Functions: 350 [ 15.053763% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:25:02] Total Functions: 2325, Hited Functions: 350 [ 15.053763% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:26:03] Total Functions: 2325, Hited Functions: 350 [ 15.053763% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:27:04] Total Functions: 2325, Hited Functions: 350 [ 15.053763% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:28:05] Total Functions: 2325, Hited Functions: 350 [ 15.053763% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:29:06] Total Functions: 2325, Hited Functions: 350 [ 15.053763% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:30:07] Total Functions: 2325, Hited Functions: 350 [ 15.053763% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:31:08] Total Functions: 2325, Hited Functions: 350 [ 15.053763% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:32:09] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:33:10] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:34:11] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:35:12] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:36:13] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:37:14] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:38:15] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:39:16] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:40:17] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:41:18] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:42:19] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:43:20] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:44:21] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:45:22] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:46:23] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:47:24] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:48:25] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:49:26] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:50:27] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:51:28] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:52:29] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:53:30] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:54:31] Total Functions: 2325, Hited Functions: 351 [ 15.096774% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:55:32] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:56:33] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:57:34] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:58:35] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_08:59:36] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:00:37] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:01:38] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:02:39] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:03:40] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:04:41] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:05:42] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:06:43] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:07:44] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:08:45] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:09:46] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:10:47] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:11:48] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:12:49] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:13:50] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:14:51] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:15:52] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:16:53] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:17:54] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:18:55] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:19:56] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:20:57] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:21:58] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:22:59] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:24:00] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:25:01] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:26:02] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:27:03] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:28:04] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:29:05] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:30:06] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:31:07] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:32:08] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:33:09] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:34:10] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:35:11] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:36:12] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:37:13] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:38:14] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:39:15] Total Functions: 2325, Hited Functions: 353 [ 15.182796% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:40:16] Total Functions: 2325, Hited Functions: 355 [ 15.268817% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:41:17] Total Functions: 2325, Hited Functions: 355 [ 15.268817% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:42:18] Total Functions: 2325, Hited Functions: 355 [ 15.268817% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:43:19] Total Functions: 2325, Hited Functions: 355 [ 15.268817% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:44:20] Total Functions: 2325, Hited Functions: 355 [ 15.268817% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:45:21] Total Functions: 2325, Hited Functions: 355 [ 15.268817% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:46:22] Total Functions: 2325, Hited Functions: 355 [ 15.268817% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:47:23] Total Functions: 2325, Hited Functions: 355 [ 15.268817% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:48:24] Total Functions: 2325, Hited Functions: 355 [ 15.268817% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:49:25] Total Functions: 2325, Hited Functions: 355 [ 15.268817% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:50:26] Total Functions: 2325, Hited Functions: 355 [ 15.268817% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:51:27] Total Functions: 2325, Hited Functions: 355 [ 15.268817% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:52:28] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:53:29] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:54:30] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:55:31] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:56:32] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:57:33] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:58:34] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_09:59:35] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:00:36] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:01:37] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:02:38] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:03:39] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:04:40] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:05:41] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:06:42] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:07:43] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:08:44] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:09:45] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:10:46] Total Functions: 2325, Hited Functions: 356 [ 15.311828% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:11:47] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:12:48] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:13:49] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:14:50] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:15:51] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:16:52] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:17:53] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:18:54] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:19:55] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:20:56] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:21:57] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:22:58] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:23:59] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:25:00] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:26:01] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:27:02] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
[2025-03-30_10:28:03] Total Functions: 2325, Hited Functions: 357 [ 15.354839% ], Hited Edges: 0, Total Edges: 14796
